timestep,masked_mean_energy,masked_ci95,nomask_mean_energy,nomask_ci95
203,-2967.266666666667,64.07331174456107,19176.0,0.0
204,-2976.5333333333333,70.29715915146417,19176.0,0.0
205,-2980.6,67.52314522826407,19176.0,0.0
206,-2973.8,74.44070663440725,19176.0,0.0
207,-2947.6666666666665,65.70608927384764,19176.0,0.0
208,-2936.0666666666666,64.18100478636163,19176.0,0.0
209,-2960.0666666666666,74.45853136845967,19176.0,0.0
210,-2967.6,72.50237673409026,19176.0,0.0
211,-2975.8,78.03720264344302,19176.0,0.0
212,-2946.6666666666665,79.70489389398459,19176.0,0.0
213,-2931.866666666667,93.73937468276449,19176.0,0.0
214,-2907.866666666667,110.7600540754169,19176.0,0.0
215,-2930.5333333333333,100.32794299767934,19176.0,0.0
216,-2949.5333333333333,95.35784096015585,19176.0,0.0
217,-2937.4,89.14463277478754,19176.0,0.0
218,-2949.3333333333335,91.43962818748298,19176.0,0.0
219,-2951.133333333333,90.23435008670965,19176.0,0.0
220,-2984.733333333333,87.10212205727956,19176.0,0.0
221,-2940.4,98.34981465029371,19176.0,0.0
222,-2933.8,103.99820435938791,19176.0,0.0
223,-2912.0,106.9202058729221,19176.0,0.0
224,-2931.133333333333,110.77707582651894,19176.0,0.0
225,-2917.0666666666666,103.8711553236053,19176.0,0.0
226,-2929.866666666667,95.34788466842511,19176.0,0.0
227,-2906.6666666666665,83.25283974906517,19176.0,0.0
228,-2874.6,99.1629983754253,19176.0,0.0
229,-2888.2,99.3655233328864,19176.0,0.0
230,-2905.4,96.75210025294709,19176.0,0.0
231,-2900.5333333333333,99.83662246964083,19176.0,0.0
232,-2906.866666666667,101.70378651811644,19176.0,0.0
233,-2920.866666666667,92.96928821252367,19176.0,0.0
234,-2938.4,95.44998534539846,19176.0,0.0
235,-2933.3333333333335,87.09215487233342,19176.0,0.0
236,-2891.0666666666666,97.4461625919293,19176.0,0.0
237,-2889.4666666666667,89.42213906198765,19176.0,0.0
238,-2887.0666666666666,86.05850047567995,19176.0,0.0
239,-2904.6,83.80511857958277,19176.0,0.0
240,-2909.0666666666666,105.86998956422684,19176.0,0.0
241,-2920.133333333333,92.42152261122826,19176.0,0.0
242,-2917.133333333333,88.99720529220991,19176.0,0.0
243,-2902.4666666666667,84.24959294657059,19176.0,0.0
244,-2909.4666666666667,96.98162453243495,19176.0,0.0
245,-2903.733333333333,87.73115411331166,19176.0,0.0
246,-2904.2,96.42920676264823,19176.0,0.0
247,-2916.4,92.7642071599978,19176.0,0.0
248,-2945.3333333333335,78.59897662071533,19176.0,0.0
249,-2960.9333333333334,70.36817825565159,19176.0,0.0
250,-2988.866666666667,68.93542028633495,19176.0,0.0
251,-2998.133333333333,65.85480203252679,19176.0,0.0
252,-2987.8,68.61148225744158,19176.0,0.0
253,-2983.133333333333,76.0045752702274,19176.0,0.0
254,-2992.8,70.22920364228749,19176.0,0.0
255,-2995.133333333333,63.61106957041927,19176.0,0.0
